Sens,Nature Mvt,Section,Chapitre - Code,Chapitre - Libellé,Nature - Code,Nature - Libellé,Fonction - Code,Fonction - Libellé,Niveau 1 - Section,Niveau 2 - Catégorie,Niveau 3 - Type,Niveau a - Politique,Niveau b - Sous Politique
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,415,MANIFESTATIONS SPORTIVES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sports,Actions sportives
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,421,CENTRES DE LOISIRS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Périscolaire
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,422,AUTRES ACTIVITES POUR JEUNES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Jeunesse,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,423,COLONIES DE VACANCES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Jeunesse,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,510,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Santé,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,511,DISPENSAIRES ET AUTRES ETABS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Santé,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,512,ACTIONS PREVENTION SANITAIRE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Santé,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,520,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Interventions sociales,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,521,SERVICES A CARACTERE SOCIAL,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Interventions sociales,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,523,ACTIONS PERSONNES DIFFICCULTE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Interventions sociales,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,524,AUTRES SERVICES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Interventions sociales,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,61,SERVICES PERSONNES AGEES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Interventions sociales,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,63,AIDES A LA FAMILLE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Interventions sociales,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,64,CRECHES ET GARDERIES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Petite Enfance,Crèches et garderies
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,70,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Logement,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,71,PARC PRIVE DE LA VILLE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Logement,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,72,AIDE AU SECTEUR LOCATIF,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Logement,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,813,PROPRETE URBAINE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Propreté Urbaine
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,814,ECLAIRAGE PUBLIC,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Eclairage public
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,815,TRANSPORTS URBAINS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Transports urbains
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,816,AUTRES RESEAUX ET SERVICES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Réseaux
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,820,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Aménagement urbain
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,821,EQUIPEMENTS ANNEXES DE VOIRIE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Voiries
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,822,VOIRIE COMMUNALE ET ROUTES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Voiries
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,823,ESPACES VERTS URBAINS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Environnement / Espaces verts
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,824,AUTRE OPERATIONS D'AMENAGEMENT,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Aménagement urbain
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,830,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Environnement / Espaces verts
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,832,ACTIONS SPECIFIQUES POLLUTION,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Environnement / Espaces verts
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,90,INTERVENTIONS ECONOMIQUES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Divers,Aides aux commerces
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,94,AIDES COMMERCE SERVICES MCHDS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Divers,Aides aux commerces
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6042,ACH PRESTA SCES AUTRES TER AME,95,AIDES AU TOURISME,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Divers,Tourisme
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,01,OPERATIONS NON VENTILABLES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Administration et frais généraux,Administration générale
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,020,ADMIN GENERALE COLLECTIVITE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Administration et frais généraux,Administration générale
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,021,ASSEMBLEE LOCALE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Assemblée locale,Assemblée locale
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,023,"INFORMATION, COMMUNICATION",DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Administration et frais généraux,Information Communication
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,024,FETES ET CEREMONIES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Administration et frais généraux,Fêtes et cérémonies
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,025,AIDES AUX ASSOCIATIONS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Administration et frais généraux,Administration générale
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,026,CIMETIERES ET POMPES FUNEBRES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Cimetières
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,03,JUSTICE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Administration et frais généraux,Administration générale
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,048,AUTRES ACTIONS INTERNATIONALES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Coopération Internationale,Coopération Internationale
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,110,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sécurité Publique,Sécurité Publique
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,112,POLICE MUNICIPALE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sécurité Publique,Police municipale
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,113,"POMPIERS, INCENDIES ET SECOURS",DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sécurité Publique,"Pompiers, Incendie et secours"
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,114,AUTRES SERVICES DE PROTECTION,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sécurité Publique,Sécurité Publique
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,12,HYGIENE ET SALUBRITE PUBLIQUE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sécurité Publique,Hygiène et salubrité publique
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,20,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Ecoles
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,211,ECOLES MATERNELLES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Ecoles
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,212,ECOLES PRIMAIRES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Ecoles
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,213,CLASSES REGROUPEES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Ecoles
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,22,ENSEIGNEMENT DU DEUXIEME DEGRE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Collèges et Lycées
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,251,HEBERGEMENT ET RESTAURATION,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Restauration scolaire
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,252,TRANSPORTS SCOLAIRES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Transports scolaires
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,255,CLASSES DE DECOUVERTE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Périscolaire
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,30,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Culture,Action culturelle
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,311,"EXPRESSION MUSICALE, LYRIQUE",DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Culture,Expression artistique
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,312,ARTS PLASTIQUES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Culture,Expression artistique
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,313,THEATRES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Culture,Théâtres
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,314,CINEMAS ET AUTRES SALLES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Culture,Cinémas
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,322,MUSEES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Culture,Action culturelle
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,324,ENTRETIEN PATRIMOINE CULTUREL,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Culture,Action culturelle
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,33,ACTION CULTURELLE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Culture,Action culturelle
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,40,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sports,Actions sportives
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,411,"SALLES DE SPORT, GYMNASES",DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sports,Equipements sportifs
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,412,STADES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sports,Equipements sportifs
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,414,AUTRES EQUIPEMENTS SPORTIFS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sports,Equipements sportifs
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,415,MANIFESTATIONS SPORTIVES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sports,Actions sportives
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,421,CENTRES DE LOISIRS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Périscolaire
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,422,AUTRES ACTIVITES POUR JEUNES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Jeunesse,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,423,COLONIES DE VACANCES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Jeunesse,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,510,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Santé,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,511,DISPENSAIRES ET AUTRES ETABS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Santé,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,512,ACTIONS PREVENTION SANITAIRE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Santé,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,520,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Interventions sociales,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,521,SERVICES A CARACTERE SOCIAL,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Interventions sociales,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,523,ACTIONS PERSONNES DIFFICCULTE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Interventions sociales,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,524,AUTRES SERVICES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Interventions sociales,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,61,SERVICES PERSONNES AGEES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Interventions sociales,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,63,AIDES A LA FAMILLE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Interventions sociales,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,64,CRECHES ET GARDERIES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Petite Enfance,Crèches et garderies
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,70,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Logement,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,71,PARC PRIVE DE LA VILLE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Logement,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,72,AIDE AU SECTEUR LOCATIF,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Logement,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,813,PROPRETE URBAINE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Propreté Urbaine
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,814,ECLAIRAGE PUBLIC,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Eclairage public
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,815,TRANSPORTS URBAINS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Transports urbains
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,816,AUTRES RESEAUX ET SERVICES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Réseaux
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,820,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Aménagement urbain
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,821,EQUIPEMENTS ANNEXES DE VOIRIE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Voiries
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,822,VOIRIE COMMUNALE ET ROUTES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Voiries
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,823,ESPACES VERTS URBAINS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Environnement / Espaces verts
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,824,AUTRE OPERATIONS D'AMENAGEMENT,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Aménagement urbain
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,830,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Environnement / Espaces verts
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,832,ACTIONS SPECIFIQUES POLLUTION,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Environnement / Espaces verts
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,90,INTERVENTIONS ECONOMIQUES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Divers,Aides aux commerces
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,94,AIDES COMMERCE SERVICES MCHDS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Divers,Aides aux commerces
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6045,ACH ETUDES PREST SCES TERR AME,95,AIDES AU TOURISME,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Divers,Tourisme
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,60611,EAU ET ASSAINISSSEMENT,01,OPERATIONS NON VENTILABLES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Energie et entretien des équipements,Bâtiments publics,Bâtiments publics
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,60611,EAU ET ASSAINISSSEMENT,020,ADMIN GENERALE COLLECTIVITE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Energie et entretien des équipements,Bâtiments publics,Bâtiments publics
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,60611,EAU ET ASSAINISSSEMENT,021,ASSEMBLEE LOCALE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Energie et entretien des équipements,Bâtiments publics,Bâtiments publics
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,60611,EAU ET ASSAINISSSEMENT,023,"INFORMATION, COMMUNICATION",DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Energie et entretien des équipements,Bâtiments publics,Bâtiments publics
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,60611,EAU ET ASSAINISSSEMENT,024,FETES ET CEREMONIES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Energie et entretien des équipements,Bâtiments publics,Bâtiments publics
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,60611,EAU ET ASSAINISSSEMENT,025,AIDES AUX ASSOCIATIONS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Energie et entretien des équipements,Bâtiments publics,Bâtiments publics
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,60611,EAU ET ASSAINISSSEMENT,026,CIMETIERES ET POMPES FUNEBRES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Energie et entretien des équipements,Espaces publics,Cimetières
